EC number	SuperFamilyCount	ProteinCount	Entries
('1.17.99.6',)	3	26	"{""('SSF46548',)"": [""P39288"", ""A6H1G2"", ""D3ENT3"", ""E4RUV9"", ""E6X4P3"", ""F7ZDR3"", ""F9VEN7"", ""G0J2F8"", ""P73526"", ""Q328E3"", ""Q3ANP3"", ""Q46I55"", ""Q63WN0"", ""Q7CKM4"", ""Q7NKL3"", ""Q8EAN7"", ""Q9HUL4""], ""('SSF52402',)"": [""P44068""], ""('SSF54862',)"": [""A5GPV1"", ""F4BEN2"", ""F4G4E2"", ""Q5E2C3"", ""Q8DLA9"", ""Q8P8E0"", ""Q8ZKA8"", ""Q9KV16""]}"
('1.17.99.9',)	3	5	"{""('SSF50494',)"": [""Q7KZN9"", ""Q8BJ03"", ""Q08DG6""], ""('SSF54292',)"": [""Q10361""], ""('SSF81342',)"": [""A6U7T3""]}"
('1.18.1.2',)	3	222	"{""('SSF51905',)"": [""O05268"", ""O31475"", ""Q5SL28"", ""A0AK73"", ""A0AL74"", ""A0LT79"", ""A0LXL9"", ""A0LY71"", ""A0R951"", ""A0RKB9"", ""A1BHP4"", ""A1SKI3"", ""A1TRN6"", ""A1VQ12"", ""A1W6V2"", ""A1WQW2"", ""A2RF47"", ""A2RJC6"", ""A2SFW9"", ""A3CM39"", ""A4F891"", ""A4ISE6"", ""A4JS50"", ""A4SFT9"", ""A4SVT8"", ""A4VXW3"", ""A4W460"", ""A4X398"", ""A4YER6"", ""A4YXZ8"", ""A5CF57"", ""A5EMW5"", ""A5FJT9"", ""A5FYH8"", ""A5IVF3"", ""A5VM22"", ""A6H064"", ""A6QJL4"", ""A6U499"", ""A7GKN4"", ""A7GUD5"", ""A7HW48"", ""A7X5Z9"", ""A7Z171"", ""A7Z8C1"", ""A8AA47"", ""A8AXQ6"", ""A8EYV4"", ""A8F1N2"", ""A8FB45"", ""A8FH11"", ""A8GNK2"", ""A8GS72"", ""A8GW75"", ""A8M2W8"", ""A8YTT2"", ""A8Z563"", ""A9C3H6"", ""A9H9C9"", ""A9NFF6"", ""A9VMZ3"", ""A9VRK8"", ""B0BXN8"", ""B1HW35"", ""B1HZ05"", ""B1I067"", ""B1ICY3"", ""B1MX70"", ""B1XWQ5"", ""B1YEQ1"", ""B1YKW2"", ""B2G9D0"", ""B2GEF7"", ""B2IHR5"", ""B2IR81"", ""B2JN27"", ""B2T4Y1"", ""B2U9D2"", ""B3CMJ8"", ""B3CTT3"", ""B3EEF0"", ""B3EKW5"", ""B3QJ15"", ""B3QPZ8"", ""B3QXE1"", ""B3QXR3"", ""B3R4A7"", ""B3R5L8"", ""B3WCB2"", ""B4S9F8"", ""B4SFQ3"", ""B4U394"", ""B5E6K6"", ""B5XKX5"", ""P0DB06"", ""P0DB07"", ""Q02XL9"", ""Q03AW0"", ""Q03H60"", ""Q03JS2"", ""Q03PJ4"", ""Q03ZE9"", ""Q045M0"", ""Q049B3"", ""Q04HB6"", ""Q04JI5"", ""Q07RK6"", ""Q0BQJ9"", ""Q0K8J6"", ""Q0KCD1"", ""Q0RRX8"", ""Q12B36"", ""Q13AK7"", ""Q13Y97"", ""Q1G967"", ""Q1IZM1"", ""Q1J776"", ""Q1JCC9"", ""Q1JHF5"", ""Q1JMB2"", ""Q1LKJ7"", ""Q1LPH7"", ""Q1QNQ1"", ""Q1RHV1"", ""Q1WUT6"", ""Q219B6"", ""Q21VM4"", ""Q2FEC4"", ""Q2FVP8"", ""Q2GCZ2"", ""Q2GGH5"", ""Q2GJY7"", ""Q2ITC6"", ""Q2JFM8"", ""Q2RNR2"", ""Q2W0C9"", ""Q2YZ12"", ""Q38YJ1"", ""Q38YM3"", ""Q3AS18"", ""Q3B2Q8"", ""Q3K0F9"", ""Q3STP0"", ""Q3YS71"", ""Q46YY3"", ""Q473F6"", ""Q483W3"", ""Q48U54"", ""Q49ZU9"", ""Q4FMZ1"", ""Q4J6Z4"", ""Q4JCM0"", ""Q4L8N5"", ""Q4ULM2"", ""Q5FH31"", ""Q5FLU4"", ""Q5FT88"", ""Q5GRV1"", ""Q5HBC7"", ""Q5HDI3"", ""Q5KVP7"", ""Q5LYY3"", ""Q5M3J6"", ""Q5PAR7"", ""Q5WAF1"", ""Q5WDV1"", ""Q5XCQ2"", ""Q632D6"", ""Q65FE0"", ""Q65GY3"", ""Q67QU3"", ""Q68WM0"", ""Q6G6U7"", ""Q6GE59"", ""Q6HBX6"", ""Q6HP49"", ""Q6L1Y6"", ""Q6N2U4"", ""Q71X35"", ""Q71Y53"", ""Q72LG3"", ""Q72YF6"", ""Q73EA6"", ""Q73GH2"", ""Q74KS6"", ""Q7A3W1"", ""Q7NBE9"", ""Q816D9"", ""Q81XS0"", ""Q81ZB7"", ""Q82ZZ8"", ""Q88UC0"", ""Q89HV6"", ""Q8DP13"", ""Q8DUN5"", ""Q8DYW9"", ""Q8E4H8"", ""Q8ENX4"", ""Q8ETS1"", ""Q8EWR4"", ""Q8KCB2"", ""Q8NV36"", ""Q8P1F2"", ""Q8Y0A5"", ""Q8Y4P5"", ""Q8Y5U4"", ""Q928P3"", ""Q92A47"", ""Q92HY3"", ""Q96YN9"", ""Q97PP0"", ""Q97WJ5"", ""Q98M06"", ""Q99RQ5"", ""Q9A0B5"", ""Q9CF34"", ""Q9K7F3"", ""Q9ZD33""], ""('SSF51971',)"": [""P9WIQ3"", ""O32886"", ""P9WIQ2""], ""('SSF52343',)"": [""P84981""]}"
('1.18.6.1',)	2	180	"{""('SSF52540',)"": [""P00459"", ""P00456"", ""P00458"", ""P06117"", ""P06118"", ""P15335"", ""P16269"", ""P17303"", ""P22921"", ""P26248"", ""Q07942"", ""A0L6X0"", ""A0LH11"", ""A1BEH0"", ""A3CWW3"", ""A3PLS9"", ""A4J8C2"", ""A4SFU6"", ""A4VJ70"", ""A5USK5"", ""A6TTY3"", ""A7NR80"", ""A8L2C4"", ""B0UAK2"", ""B1I0Y8"", ""B3EH88"", ""B3EL81"", ""B3QQ12"", ""B4S9H5"", ""B4SC59"", ""B5ER76"", ""B5XPH2"", ""B6YRI6"", ""B7JA99"", ""B7KG76"", ""B8FAC4"", ""B8HWE3"", ""B8ITG7"", ""C0QKK8"", ""C4LAS5"", ""C4XRK2"", ""C5BTB0"", ""C6BX34"", ""D5ANI3"", ""O07641"", ""O26739"", ""O27602"", ""O30577"", ""O31183"", ""O34106"", ""P00457"", ""P00460"", ""P00461"", ""P00462"", ""P00463"", ""P06119"", ""P06661"", ""P08624"", ""P08625"", ""P08925"", ""P09552"", ""P09553"", ""P09554"", ""P09555"", ""P0A3S1"", ""P0A3S2"", ""P0CW56"", ""P0CW57"", ""P0CY95"", ""P19068"", ""P20623"", ""P22548"", ""P25767"", ""P26249"", ""P26250"", ""P26251"", ""P26252"", ""P26254"", ""P33178"", ""P46034"", ""P51602"", ""P52336"", ""P54799"", ""P54800"", ""P71156"", ""P77873"", ""Q00240"", ""Q09158"", ""Q0W443"", ""Q13C78"", ""Q2FUB7"", ""Q2J1I1"", ""Q2J4F8"", ""Q2JP78"", ""Q2JTL7"", ""Q3AR70"", ""Q3B2P6"", ""Q3J0H1"", ""Q3Z7C7"", ""Q44044"", ""Q44484"", ""Q47917"", ""Q47921"", ""Q47922"", ""Q47G67"", ""Q50785"", ""Q51296"", ""Q55028"", ""Q58289"", ""Q59270"", ""Q5NLG3"", ""Q6D2Y8"", ""Q7M8U8"", ""Q8KC92"", ""Q8PYY0"", ""Q97ME5"", ""Q98AP7"", ""Q9AKT4"", ""Q9AKT8"", ""Q9ZIE4""], ""('SSF53807',)"": [""P07328"", ""P07329"", ""P00466"", ""P00467"", ""P09772"", ""P11347"", ""P15332"", ""P15334"", ""P16266"", ""P16267"", ""P16855"", ""P16856"", ""Q02452"", ""O07642"", ""O07643"", ""O27605"", ""O27606"", ""O68949"", ""O68952"", ""O68953"", ""O68954"", ""O68955"", ""P00464"", ""P00465"", ""P00468"", ""P06120"", ""P06121"", ""P06122"", ""P06662"", ""P06769"", ""P08717"", ""P0CW50"", ""P0CW51"", ""P0CW52"", ""P0CW53"", ""P15052"", ""P19066"", ""P19067"", ""P20620"", ""P20621"", ""P20622"", ""P25313"", ""P25314"", ""P51754"", ""P52337"", ""P55170"", ""P77874"", ""P77875"", ""P95296"", ""Q00239"", ""Q07933"", ""Q07935"", ""Q44045"", ""Q46082"", ""Q46084"", ""Q50788"", ""Q55029"", ""Q55030"", ""Q57118"", ""Q57302""]}"
('1.2.1.12',)	2	3	"{""('SSF51735',)"": [""P86211"", ""P83601""], ""('SSF55347',)"": [""P85954""]}"
('1.2.1.58',)	3	3	"{""('SSF51905',)"": [""Q8L3B0""], ""('SSF53323',)"": [""Q8L3B3""], ""('SSF54862',)"": [""Q8L3B2""]}"
('1.2.4.1',)	2	52	"{""('SSF52518',)"": [""P08559"", ""P16387"", ""P26284"", ""P29803"", ""P35486"", ""A7MB35"", ""P21881"", ""P26267"", ""P26268"", ""P29804"", ""P35487"", ""P52901"", ""Q06437"", ""Q10489"", ""Q8H1Y0"", ""A5A6L0"", ""G0SHF3"", ""O13366"", ""O24457"", ""P21873"", ""P35485"", ""P52899"", ""P52900"", ""P52902"", ""P52903"", ""P75390"", ""Q54C70"", ""Q5R490"", ""Q6Z5N4"", ""Q8HXW9"", ""O66112"", ""P47516"", ""P51267"", ""P60089"", ""P60090"", ""Q1RJX4"", ""Q1XDM0"", ""Q4MTG0"", ""Q4UKQ6"", ""Q5HGZ1"", ""Q5HQ76"", ""Q654V6"", ""Q68XA9"", ""Q6GAC1"", ""Q6GHZ2"", ""Q7XTJ3"", ""Q820A6"", ""Q8CPN3"", ""Q92IS3"", ""Q9R9N5"", ""Q9ZDR4""], ""('SSF52922',)"": [""P10801""]}"
('1.2.7.1',)	2	13	"{""('SSF52518',)"": [""O27771"", ""O58417"", ""P80522"", ""P80901"", ""Q51805"", ""Q56317"", ""Q9UYZ5"", ""Q57714""], ""('SSF53323',)"": [""O05650"", ""O27772"", ""P80523"", ""P80902"", ""Q57717""]}"
('1.2.7.12',)	3	10	"{""('SSF53706',)"": [""Q6LWL8"", ""P61154""], ""('SSF54862',)"": [""Q49611""], ""('SSF69336',)"": [""Q48943"", ""O27600"", ""O74031"", ""P0CW42"", ""P0CW43"", ""Q58571"", ""Q59579""]}"
('1.2.7.3',)	2	9	"{""('SSF52518',)"": [""O53181"", ""P80905"", ""O27113"", ""O29782"", ""Q57957""], ""('SSF53323',)"": [""O27114"", ""O29779"", ""P80906"", ""Q57956""]}"
('1.2.7.7',)	2	8	"{""('SSF52518',)"": [""O58414"", ""Q51802"", ""Q9UYZ2""], ""('SSF54862',)"": [""O26799"", ""P80909"", ""Q51800"", ""O58412"", ""Q9UYZ0""]}"
('1.2.99.10',)	2	3	"{""('SSF51905',)"": [""P0DPE9""], ""('SSF53720',)"": [""P0DPF0"", ""Q4VKV0""]}"
('1.20.4.1',)	2	17	"{""('SSF52821',)"": [""Q8RUD6"", ""Q10SX6"", ""Q336V5""], ""('SSF52833',)"": [""P08692"", ""P0AB96"", ""Q92R44"", ""O50595"", ""P0AB97"", ""P0CF87"", ""P44589"", ""P52147"", ""P63621"", ""P63622"", ""P74984"", ""P95354"", ""Q6YRW7"", ""Q6ZEM6""]}"
('1.3.1.3',)	2	6	"{""('SSF51430',)"": [""P31210"", ""P51857"", ""Q8VCX1"", ""Q9TV64""], ""('SSF51735',)"": [""Q6PQJ9"", ""Q9STX2""]}"
('1.3.1.38',)	2	6	"{""('SSF51735',)"": [""Q9BY49"", ""Q9JIF5"", ""Q9WVK3"", ""Q5RCH8"", ""Q99MZ7""], ""('SSF54236',)"": [""O94511""]}"
('1.3.7.15',)	2	10	"{""('SSF52540',)"": [""P26177"", ""Q02431""], ""('SSF53807',)"": [""P26178"", ""P0C0X6"", ""P26179"", ""P26277"", ""Q02432"", ""Q3J1A0"", ""Q9JPB9"", ""Q9KWI8""]}"
('1.3.7.7',)	2	327	"{""('SSF52540',)"": [""D5ANS3"", ""Q9RFD6"", ""A1BIZ7"", ""A1WXI6"", ""A2BQ24"", ""A2BVK5"", ""A2C0Z9"", ""A2C7T4"", ""A2T392"", ""A3PBR7"", ""A3PL19"", ""A4SCU6"", ""A4WR94"", ""A4YNP4"", ""A5EQ80"", ""A5GJI1"", ""A5GUB0"", ""A5UUJ4"", ""A6H5Q2"", ""A6YGA4"", ""A7NJG1"", ""A8G3Q8"", ""A8LQ30"", ""A9BEG6"", ""A9W9E2"", ""B0C7T2"", ""B0JVB1"", ""B0TBM6"", ""B0UDK8"", ""B1LSF9"", ""B1ZBP2"", ""B2IUL7"", ""B3EGV3"", ""B3ENS3"", ""B3QQZ4"", ""B3QZE1"", ""B4S591"", ""B4SC79"", ""B6ITW5"", ""B7JYK3"", ""B7KVV7"", ""B8EPX5"", ""B8G943"", ""B8HUQ3"", ""B9KK27"", ""B9LKM2"", ""O47041"", ""P06267"", ""P0CY53"", ""P26181"", ""P28373"", ""P36439"", ""P41645"", ""P48110"", ""P51187"", ""P54207"", ""P56291"", ""Q00237"", ""Q00469"", ""Q06SC7"", ""Q07RY2"", ""Q0I8P4"", ""Q115L1"", ""Q132N5"", ""Q16DS2"", ""Q19V52"", ""Q1ACE0"", ""Q1KVR9"", ""Q1XDV0"", ""Q20EX9"", ""Q219Q8"", ""Q28W37"", ""Q2ISY9"", ""Q2JMP3"", ""Q2JS74"", ""Q2RWS1"", ""Q31BZ1"", ""Q32RK7"", ""Q32RZ7"", ""Q3ALL9"", ""Q3APL1"", ""Q3AWT4"", ""Q3B6C6"", ""Q3MAN6"", ""Q46GN6"", ""Q53450"", ""Q5N5U1"", ""Q5SCY9"", ""Q695L6"", ""Q6N9K0"", ""Q6VQA9"", ""Q6YXQ7"", ""Q7NI14"", ""Q7U5I2"", ""Q7V2D7"", ""Q7V6E7"", ""Q7VD39"", ""Q85A82"", ""Q85FG5"", ""Q85WT6"", ""Q8DGH0"", ""Q8LU58"", ""Q8YM62"", ""Q9F6X3"", ""Q9F714"", ""Q9JPA5"", ""Q9L8J5"", ""Q9MUM2"", ""Q9T399"", ""Q9WXB7"", ""Q9ZGF0""], ""('SSF53807',)"": [""P26163"", ""P26164"", ""P95463"", ""Q85AC2"", ""Q85FN8"", ""A1BIZ8"", ""A1BIZ9"", ""A1WXI8"", ""A1WXI9"", ""A2BQ25"", ""A2BQ26"", ""A2BVK6"", ""A2BVK7"", ""A2C100"", ""A2C101"", ""A2C7T5"", ""A2C7T6"", ""A2T312"", ""A2T391"", ""A3PBR8"", ""A3PBR9"", ""A3PL16"", ""A3PL17"", ""A4SCU5"", ""A4WR96"", ""A4WR97"", ""A4YNP1"", ""A4YNP2"", ""A5EQ82"", ""A5EQ83"", ""A5GJI2"", ""A5GJI3"", ""A5GUA8"", ""A5GUA9"", ""A5UUJ5"", ""A5UUJ6"", ""A6H5E7"", ""A6H5Q1"", ""A6YGA3"", ""A6YGA5"", ""A7NJF9"", ""A7NJG0"", ""A8G3Q9"", ""A8G3R0"", ""A8LQ27"", ""A8LQ28"", ""A9BEG7"", ""A9BEG8"", ""B0C7T1"", ""B0C929"", ""B0JGE2"", ""B0TBM7"", ""B0TBM8"", ""B0UDK6"", ""B1LSG1"", ""B1X0L5"", ""B1XP49"", ""B2J0C5"", ""B3EGV4"", ""B3EP24"", ""B3Q7C4"", ""B3Q7C5"", ""B3QQZ3"", ""B3QZE2"", ""B3QZE3"", ""B4S592"", ""B4SC78"", ""B7JV38"", ""B7KC04"", ""B8EPX7"", ""B8G945"", ""B8HSK3"", ""B9KK24"", ""B9KK25"", ""B9LKM4"", ""P17652"", ""P26156"", ""P26180"", ""P26238"", ""P28372"", ""P29683"", ""P36208"", ""P36437"", ""P37823"", ""P37824"", ""P37843"", ""P37844"", ""P37845"", ""P37846"", ""P37847"", ""P37848"", ""P37849"", ""P37850"", ""P37851"", ""P37852"", ""P37853"", ""P37854"", ""P37855"", ""P37856"", ""P37857"", ""P41646"", ""P48099"", ""P48100"", ""P51188"", ""P51278"", ""P54208"", ""P56302"", ""P56303"", ""Q00864"", ""Q04607"", ""Q06SE3"", ""Q06SE5"", ""Q07RY4"", ""Q07RY5"", ""Q0I8P5"", ""Q0I8P6"", ""Q10Y17"", ""Q115L3"", ""Q132N2"", ""Q132N3"", ""Q16DR9"", ""Q16DS0"", ""Q19V53"", ""Q19V92"", ""Q1ACE1"", ""Q1ACL5"", ""Q1KVW2"", ""Q1KVX6"", ""Q1XDK8"", ""Q1XDU9"", ""Q20EX8"", ""Q20EY2"", ""Q219R0"", ""Q219R1"", ""Q28W34"", ""Q28W35"", ""Q2ISY6"", ""Q2ISY7"", ""Q2JJM9"", ""Q2JMP5"", ""Q2JS72"", ""Q2JVX9"", ""Q2RWR8"", ""Q2RWR9"", ""Q31BY9"", ""Q31BZ0"", ""Q32067"", ""Q32214"", ""Q32450"", ""Q32RK6"", ""Q32RP9"", ""Q32RS2"", ""Q32RZ8"", ""Q33076"", ""Q33093"", ""Q3ALL6"", ""Q3ALL7"", ""Q3APK9"", ""Q3APL0"", ""Q3AWT5"", ""Q3AWT6"", ""Q3B6C7"", ""Q3B6C8"", ""Q3M7G3"", ""Q3MAN8"", ""Q46GN4"", ""Q46GN5"", ""Q55607"", ""Q5MZS4"", ""Q5N5U2"", ""Q5SCX2"", ""Q5SCY8"", ""Q6N9K2"", ""Q6N9K3"", ""Q6VQA8"", ""Q6YXN5"", ""Q6YXP4"", ""Q7NI15"", ""Q7NP43"", ""Q7U5I3"", ""Q7U5I4"", ""Q7V2D5"", ""Q7V2D6"", ""Q7V6E8"", ""Q7V6E9"", ""Q7VD37"", ""Q7VD38"", ""Q7YKW4"", ""Q85A72"", ""Q85FG6"", ""Q85WU5"", ""Q85X76"", ""Q8DGC6"", ""Q8DGH2"", ""Q8GJN0"", ""Q8LW53"", ""Q8MA01"", ""Q8YM64"", ""Q8YRK5"", ""Q95666"", ""Q9F6X5"", ""Q9F6X6"", ""Q9F715"", ""Q9F716"", ""Q9JPA2"", ""Q9JPA3"", ""Q9MUM1"", ""Q9MUR9"", ""Q9RFD4"", ""Q9T467"", ""Q9T4F6"", ""Q9WXB4"", ""Q9WXB5"", ""Q9Z5D9"", ""Q9ZGE8"", ""Q9ZGE9""]}"
('1.4.9.1',)	2	10	"{""('SSF50969',)"": [""P23006"", ""P29894"", ""Q49124"", ""Q50420"", ""Q59542""], ""('SSF57561',)"": [""P00372"", ""P22619"", ""P22641"", ""Q50425"", ""Q59543""]}"
('1.4.9.2',)	2	2	"{""('SSF50969',)"": [""P84888""], ""('SSF57561',)"": [""P84887""]}"
('1.4.99.5',)	2	4	"{""('SSF51905',)"": [""Q9I1S2"", ""O85227""], ""('SSF54292',)"": [""G3XD67"", ""O85226""]}"
('1.5.1.3',)	2	80	"{""('SSF50090',)"": [""P00383"", ""P00384"", ""P05794""], ""('SSF53597',)"": [""P00374"", ""P00375"", ""P00381"", ""P0ABQ4"", ""P9WNX1"", ""Q54801"", ""Q86XF0"", ""Q920D2"", ""G4VJD6"", ""P00376"", ""P00377"", ""P00378"", ""P00382"", ""P04753"", ""P07807"", ""P0A017"", ""P13955"", ""P15093"", ""P17719"", ""P22906"", ""P43791"", ""Q60034"", ""Q9UWQ4"", ""O62583"", ""P00380"", ""P04174"", ""P04382"", ""P09503"", ""P0A016"", ""P0A547"", ""P0ABQ5"", ""P0ABQ6"", ""P0ABQ7"", ""P0ABQ8"", ""P0C0P0"", ""P0C0P1"", ""P11045"", ""P11731"", ""P12833"", ""P16184"", ""P22573"", ""P27421"", ""P27422"", ""P28019"", ""P31073"", ""P31074"", ""P47470"", ""P57243"", ""P78028"", ""P78218"", ""P95524"", ""P99079"", ""P9WNX0"", ""Q04515"", ""Q07801"", ""Q54277"", ""Q59397"", ""Q59408"", ""Q59487"", ""Q5HFZ7"", ""Q5HPB1"", ""Q5V3R2"", ""Q5V600"", ""Q6G9D5"", ""Q6GGY1"", ""Q89AV2"", ""Q8K9Z8"", ""Q8NWQ9"", ""Q93341"", ""Q98Q32"", ""Q9CBW1"", ""Q9JSQ9"", ""Q9K168"", ""Q9PR30"", ""Q9U8B8"", ""Q2HRC6"", ""Q6QGJ4""]}"
('1.5.1.36',)	2	16	"{""('SSF50475',)"": [""Q8RQP9"", ""P9WND9"", ""Q57501"", ""Q5SJP7"", ""Q6F9F5"", ""Q9UTQ4"", ""O06835"", ""P9WND8"", ""Q0S808"", ""Q48441"", ""Q8Z7Q5"", ""Q8ZQ51"", ""Q9RPU2"", ""S4S3E3""], ""('SSF52218',)"": [""Q74HL7"", ""Q74HL8""]}"
('1.5.1.38',)	3	8	"{""('SSF50475',)"": [""O34138""], ""('SSF52218',)"": [""P80644"", ""O31038"", ""O85762"", ""Q88J85"", ""Q88R97""], ""('SSF55469',)"": [""P39605"", ""Q56691""]}"
('1.5.1.39',)	2	5	"{""('SSF52218',)"": [""Q07923"", ""A0A455LLX4"", ""A0A455LN84"", ""Q9USJ6""], ""('SSF55469',)"": [""P94424""]}"
('1.5.1.42',)	2	72	"{""('SSF50475',)"": [""D7P5W0"", ""O68503"", ""P75893"", ""A1A9R2"", ""A1JMW4"", ""A7ZKB2"", ""A7ZYW2"", ""A9CHR3"", ""A9W3H7"", ""B1IV90"", ""B1LIZ8"", ""B1X9C8"", ""B1ZB19"", ""B5YU49"", ""B6I983"", ""B7KWT3"", ""B7LFB7"", ""B7M8Z2"", ""B7MIF4"", ""B7MQ18"", ""B7N3G3"", ""B7NLB9"", ""B7UNZ0"", ""C4ZQD5"", ""C5B0U5"", ""C6EHK0"", ""C6UFB8"", ""C6UPM9"", ""C7CM32"", ""C8TNB7"", ""C8U5G9"", ""C8UMM3"", ""C9QZ69"", ""D2AC38"", ""D2NGI4"", ""D3H120"", ""D3QPK0"", ""D5CE37"", ""D5CZG7"", ""P0DW80"", ""Q0T627"", ""Q0TJ60"", ""Q1RDL0"", ""Q32HQ4"", ""Q3Z3A6"", ""Q48MQ8"", ""Q6Q0M6"", ""Q7CS24"", ""Q83LK9"", ""Q89Q06"", ""Q8FJ45"", ""Q8XAV0"", ""A4VQH9"", ""A4W920"", ""A6T797"", ""A7MFX8"", ""A8GCT2"", ""A9W6X8"", ""B5XXN5"", ""B7KT53"", ""B9J8R4"", ""B9JLT5"", ""C5CN84"", ""C9Y0S2"", ""D3RKL5"", ""D4GEU9"", ""D7A989"", ""Q4ZXS1"", ""Q6FFZ4""], ""('SSF52218',)"": [""Q3K9A2"", ""Q65YX0"", ""Q845S9""]}"
('1.5.1.49',)	2	13	"{""('SSF51735',)"": [""Q485R8"", ""Q0B953"", ""Q63FA5"", ""Q6HMS8"", ""A1B196"", ""A9AKH1"", ""Q73CR9"", ""Q81HB0""], ""('SSF89733',)"": [""A9ALD3"", ""D7A0Y0"", ""Q0B9S2"", ""Q4KGT8"", ""Q7CVK1""]}"
('1.5.3.24',)	2	4	"{""('SSF103025',)"": [""Q50LE9"", ""Q46338"", ""Q9AGP0""], ""('SSF51905',)"": [""Q52671""]}"
('1.5.3.7',)	2	3	"{""('SSF51735',)"": [""E9F8M2"", ""D4AN96""], ""('SSF51905',)"": [""O43029""]}"
('1.5.98.3',)	4	4	"{""('SSF143243',)"": [""F1SVL1""], ""('SSF54862',)"": [""Q8PU60""], ""('SSF56762',)"": [""F1SVE4""], ""('SSF56770',)"": [""F1SVH7""]}"
('1.5.99.15',)	2	2	"{""('SSF52507',)"": [""Q8PVV3""], ""('SSF54862',)"": [""Q57661""]}"
