Entry	Entry Name	EC number	SUPFAM	Protein existence	Protein names	Gene Names	Organism	PDB	AlphaFoldDB	Date of last modification	Entry version	Taxonomic lineage	Super Kingdom	Is EC Complete
Q6A6X6	METN_CUTAK	('7.4.2.11',)	('SSF52540',)	Inferred from homology	Methionine import ATP-binding protein MetN (EC 7.4.2.11)	metN PPA1759	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	()	Q6A6X6;	2025-02-05	136	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Propionibacteriales (order), Propionibacteriaceae (family), Cutibacterium (genus), Cutibacterium acnes (species)	Bacteria	True
Q6AAX3	PSTB_CUTAK	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB PPA0338	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	()	Q6AAX3;	2025-02-05	132	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Propionibacteriales (order), Propionibacteriaceae (family), Cutibacterium (genus), Cutibacterium acnes (species)	Bacteria	True
Q6ADG4	PSTB_LEIXX	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB Lxx18450	Leifsonia xyli subsp. xyli (strain CTCB07)	()	Q6ADG4;	2025-02-05	118	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Microbacteriaceae (family), Leifsonia (genus), Leifsonia xyli (species), Leifsonia xyli subsp. xyli (subspecies)	Bacteria	True
Q6AM16	PSTB_DESPS	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB DP1880	Desulfotalea psychrophila (strain LSv54 / DSM 12343)	()	Q6AM16;	2025-04-09	115	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Thermodesulfobacteriota (phylum), Desulfobulbia (class), Desulfobulbales (order), Desulfocapsaceae (family), Desulfotalea (genus), Desulfotalea psychrophila (species)	Bacteria	True
Q6BEX0	YTFR_ECOLI	('7.5.2.9',)	('SSF52540',)	Evidence at protein level	Galactofuranose transporter ATP-binding protein YtfR (EC 7.5.2.9)	ytfR ytfS b4485 JW5752	Escherichia coli (strain K12)	()	Q6BEX0;	2025-06-18	139	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Escherichia (genus), Escherichia coli (species)	Bacteria	True
Q6CYN3	PSTB2_PECAS	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB 2 (EC 7.3.2.1) (ABC phosphate transporter 2) (Phosphate-transporting ATPase 2)	pstB2 ECA4474	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	()	Q6CYN3;	2025-04-09	116	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Pectobacteriaceae (family), Pectobacterium (genus), Pectobacterium atrosepticum (species)	Bacteria	True
Q6D0F3	THIQ_PECAS	('7.6.2.15',)	('SSF52540',)	Inferred from homology	Thiamine import ATP-binding protein ThiQ (EC 7.6.2.15)	thiQ ECA3846	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	()	Q6D0F3;	2025-06-18	124	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Pectobacteriaceae (family), Pectobacterium (genus), Pectobacterium atrosepticum (species)	Bacteria	True
Q6D2D5	PSTB1_PECAS	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB 1 (EC 7.3.2.1) (ABC phosphate transporter 1) (Phosphate-transporting ATPase 1)	pstB1 ECA3161	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	()	Q6D2D5;	2025-04-09	117	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Pectobacteriaceae (family), Pectobacterium (genus), Pectobacterium atrosepticum (species)	Bacteria	True
Q6D3A9	GSIA_PECAS	('7.4.2.10',)	('SSF52540',)	Inferred from homology	Glutathione import ATP-binding protein GsiA (EC 7.4.2.10)	gsiA ECA2835	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	()	Q6D3A9;	2025-06-18	115	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Pectobacteriaceae (family), Pectobacterium (genus), Pectobacterium atrosepticum (species)	Bacteria	True
Q6D4A8	ZNUC_PECAS	('7.2.2.20',)	('SSF52540',)	Inferred from homology	Zinc import ATP-binding protein ZnuC (EC 7.2.2.20)	znuC ECA2485	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	()	Q6D4A8;	2025-06-18	133	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Pectobacteriaceae (family), Pectobacterium (genus), Pectobacterium atrosepticum (species)	Bacteria	True
Q6D4W8	ARAG_PECAS	('7.5.2.12',)	('SSF52540',)	Inferred from homology	Arabinose import ATP-binding protein AraG (EC 7.5.2.12)	araG ECA2272	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	()	Q6D4W8;	2025-06-18	129	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Pectobacteriaceae (family), Pectobacterium (genus), Pectobacterium atrosepticum (species)	Bacteria	True
Q6D606	CCMA_PECAS	('7.6.2.5',)	('SSF52540',)	Inferred from homology	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA ECA1882	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	()	Q6D606;	2025-06-18	123	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Pectobacteriaceae (family), Pectobacterium (genus), Pectobacterium atrosepticum (species)	Bacteria	True
Q6D654	BTUD_PECAS	('7.6.2.8',)	('SSF52540',)	Inferred from homology	Vitamin B12 import ATP-binding protein BtuD (EC 7.6.2.8) (Vitamin B12-transporting ATPase)	btuD ECA1834	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	()	Q6D654;	2025-06-18	112	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Pectobacteriaceae (family), Pectobacterium (genus), Pectobacterium atrosepticum (species)	Bacteria	True
Q6DB03	XYLG_PECAS	('7.5.2.10',)	('SSF52540',)	Inferred from homology	Xylose import ATP-binding protein XylG (EC 7.5.2.10)	xylG ECA0099	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	()	Q6DB03;	2025-06-18	128	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Pectobacteriaceae (family), Pectobacterium (genus), Pectobacterium atrosepticum (species)	Bacteria	True
Q6DB87	RBSA_PECAS	('7.5.2.7',)	('SSF52540',)	Inferred from homology	Ribose import ATP-binding protein RbsA (EC 7.5.2.7)	rbsA ECA0011	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	()	Q6DB87;	2025-06-18	128	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Pectobacteriaceae (family), Pectobacterium (genus), Pectobacterium atrosepticum (species)	Bacteria	True
Q6F0P3	PHNC_MESFL	('7.3.2.2',)	('SSF52540',)	Inferred from homology	Phosphonates import ATP-binding protein PhnC (EC 7.3.2.2)	phnC Mfl572	Mesoplasma florum (strain ATCC 33453 / NBRC 100688 / NCTC 11704 / L1) (Acholeplasma florum)	()	Q6F0P3;	2025-02-05	121	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Mycoplasmatota (phylum), Mollicutes (class), Entomoplasmatales (order), Entomoplasmataceae (family), Mesoplasma (genus), Mesoplasma florum (species)	Bacteria	True
Q6F1N1	PSTB_MESFL	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB Mfl235	Mesoplasma florum (strain ATCC 33453 / NBRC 100688 / NCTC 11704 / L1) (Acholeplasma florum)	()	Q6F1N1;	2025-02-05	119	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Mycoplasmatota (phylum), Mollicutes (class), Entomoplasmatales (order), Entomoplasmataceae (family), Mesoplasma (genus), Mesoplasma florum (species)	Bacteria	True
Q6FCW7	PSTB_ACIAD	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB ACIAD1215	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	()	Q6FCW7;	2025-04-09	129	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Moraxellales (order), Moraxellaceae (family), Acinetobacter (genus), Acinetobacter baylyi (species)	Bacteria	True
Q6FFL0	ZNUC_ACIAD	('7.2.2.20',)	('SSF52540',)	Inferred from homology	Zinc import ATP-binding protein ZnuC (EC 7.2.2.20)	znuC ACIAD0175	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	()	Q6FFL0;	2025-04-09	139	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Moraxellales (order), Moraxellaceae (family), Acinetobacter (genus), Acinetobacter baylyi (species)	Bacteria	True
Q6G0L7	PSTB_BARQU	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB BQ02330	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	()	Q6G0L7;	2025-04-09	119	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Bartonellaceae (family), Bartonella (genus), Bartonella quintana (species)	Bacteria	True
Q6G0V9	CCMA_BARQU	('7.6.2.5',)	('SSF52540',)	Inferred from homology	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA BQ01080	Bartonella quintana (strain Toulouse) (Rochalimaea quintana)	()	Q6G0V9;	2025-04-09	116	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Bartonellaceae (family), Bartonella (genus), Bartonella quintana (species)	Bacteria	True
Q6G4T6	PSTB_BARHE	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB BH02460	Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston 1) (Rochalimaea henselae)	()	Q6G4T6;	2025-04-09	119	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Bartonellaceae (family), Bartonella (genus), Bartonella henselae (species)	Bacteria	True
Q6G529	CCMA_BARHE	('7.6.2.5',)	('SSF52540',)	Inferred from homology	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA BH01150	Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston 1) (Rochalimaea henselae)	()	Q6G529;	2025-04-09	121	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Bartonellaceae (family), Bartonella (genus), Bartonella henselae (species)	Bacteria	True
Q6G9H4	PSTB_STAAS	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB SAS1327	Staphylococcus aureus (strain MSSA476)	()	Q6G9H4;	2025-02-05	125	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus aureus (species)	Bacteria	True
Q6G9I0	NIKD_STAAS	('7.2.2.11',)	('SSF52540',)	Inferred from homology	Nickel import system ATP-binding protein NikD (EC 7.2.2.11)	nikD oppD2 SAS1321	Staphylococcus aureus (strain MSSA476)	()	Q6G9I0;	2025-02-05	124	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus aureus (species)	Bacteria	True
Q6G9I1	NIKE_STAAS	('7.2.2.11',)	('SSF52540',)	Inferred from homology	Nickel import system ATP-binding protein NikE (EC 7.2.2.11)	nikE oppF2 SAS1320	Staphylococcus aureus (strain MSSA476)	()	Q6G9I1;	2025-02-05	122	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus aureus (species)	Bacteria	True
Q6GH21	PSTB_STAAR	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB SAR1399	Staphylococcus aureus (strain MRSA252)	()	Q6GH21;	2025-02-05	114	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus aureus (species)	Bacteria	True
Q6GH27	NIKD_STAAR	('7.2.2.11',)	('SSF52540',)	Inferred from homology	Nickel import system ATP-binding protein NikD (EC 7.2.2.11)	nikD oppD2 SAR1393	Staphylococcus aureus (strain MRSA252)	()	Q6GH27;	2025-02-05	122	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus aureus (species)	Bacteria	True
Q6GH28	NIKE_STAAR	('7.2.2.11',)	('SSF52540',)	Inferred from homology	Nickel import system ATP-binding protein NikE (EC 7.2.2.11)	nikE oppF2 SAR1392	Staphylococcus aureus (strain MRSA252)	()	Q6GH28;	2025-02-05	125	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus aureus (species)	Bacteria	True
Q6HDP8	PSTB_BACHK	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB BT9727_4009	Bacillus thuringiensis subsp. konkukian (strain 97-27)	()	Q6HDP8;	2025-02-05	121	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Bacillus (genus), Bacillus cereus group (no rank), Bacillus thuringiensis (species), Bacillus thuringiensis subsp. konkukian (no rank)	Bacteria	True
Q6KIS8	PSTB_MYCM1	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB MMOB0100	Mycoplasma mobile (strain ATCC 43663 / 163K / NCTC 11711) (Mesomycoplasma mobile)	()	Q6KIS8;	2025-04-09	123	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Mycoplasmatota (phylum), Mycoplasmoidales (order), Metamycoplasmataceae (family), Mesomycoplasma (genus), [Mycoplasma] mobile (species)	Bacteria	True
Q6LG59	MGLA2_PHOPR	('7.5.2.11',)	('SSF52540',)	Inferred from homology	Galactose/methyl galactoside import ATP-binding protein MglA 2 (EC 7.5.2.11)	mglA2 PBPRB1871	Photobacterium profundum (strain SS9)	()	Q6LG59;	2025-06-18	128	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Photobacterium (genus), Photobacterium profundum (species)	Bacteria	True
Q6LK34	MGLA1_PHOPR	('7.5.2.11',)	('SSF52540',)	Inferred from homology	Galactose/methyl galactoside import ATP-binding protein MglA 1 (EC 7.5.2.11)	mglA1 PBPRB0473	Photobacterium profundum (strain SS9)	()	Q6LK34;	2025-04-09	133	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Photobacterium (genus), Photobacterium profundum (species)	Bacteria	True
Q6LQ77	BTUD_PHOPR	('7.6.2.8',)	('SSF52540',)	Inferred from homology	Vitamin B12 import ATP-binding protein BtuD (EC 7.6.2.8) (Vitamin B12-transporting ATPase)	btuD PBPRA2151	Photobacterium profundum (strain SS9)	()	Q6LQ77;	2025-06-18	113	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Photobacterium (genus), Photobacterium profundum (species)	Bacteria	True
Q6LSC4	PSTB2_PHOPR	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB 2 (EC 7.3.2.1) (ABC phosphate transporter 2) (Phosphate-transporting ATPase 2)	pstB2 PBPRA1391	Photobacterium profundum (strain SS9)	()	Q6LSC4;	2025-04-09	130	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Photobacterium (genus), Photobacterium profundum (species)	Bacteria	True
Q6LTB1	ZNUC_PHOPR	('7.2.2.20',)	('SSF52540',)	Inferred from homology	Zinc import ATP-binding protein ZnuC (EC 7.2.2.20)	znuC PBPRA1054	Photobacterium profundum (strain SS9)	()	Q6LTB1;	2025-06-18	130	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Photobacterium (genus), Photobacterium profundum (species)	Bacteria	True
Q6LTL7	CCMA_PHOPR	('7.6.2.5',)	('SSF52540',)	Inferred from homology	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA PBPRA0948	Photobacterium profundum (strain SS9)	()	Q6LTL7;	2025-06-18	118	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Photobacterium (genus), Photobacterium profundum (species)	Bacteria	True
Q6LU82	PSTB1_PHOPR	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB 1 (EC 7.3.2.1) (ABC phosphate transporter 1) (Phosphate-transporting ATPase 1)	pstB1 PBPRA0730	Photobacterium profundum (strain SS9)	()	Q6LU82;	2025-04-09	119	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Photobacterium (genus), Photobacterium profundum (species)	Bacteria	True
Q6LV32	THIQ_PHOPR	('7.6.2.15',)	('SSF52540',)	Inferred from homology	Thiamine import ATP-binding protein ThiQ (EC 7.6.2.15)	thiQ PBPRA0411	Photobacterium profundum (strain SS9)	()	Q6LV32;	2025-06-18	126	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Photobacterium (genus), Photobacterium profundum (species)	Bacteria	True
Q6LY93	PSTB_METMP	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB MMP1098	Methanococcus maripaludis (strain DSM 14266 / JCM 13030 / NBRC 101832 / S2 / LL)	()	Q6LY93;	2025-02-05	128	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanococci (class), Methanococcales (order), Methanococcaceae (family), Methanococcus (genus), Methanococcus maripaludis (species)	Archaea	True
Q6MMH0	PSTB_BDEBA	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB Bd1661	Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIMB 9529 / HD100)	()	Q6MMH0;	2025-04-09	116	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Bdellovibrionota (phylum), Bdellovibrionia (class), Bdellovibrionales (order), Pseudobdellovibrionaceae (family), Bdellovibrio (genus), Bdellovibrio bacteriovorus (species)	Bacteria	True
Q6MTC1	PSTB_MYCMS	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB MSC_0487	Mycoplasma mycoides subsp. mycoides SC (strain CCUG 32753 / NCTC 10114 / PG1)	()	Q6MTC1;	2025-02-05	118	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Mycoplasmatota (phylum), Mollicutes (class), Mycoplasmatales (order), Mycoplasmataceae (family), Mycoplasma (genus), Mycoplasma mycoides group (no rank), Mycoplasma mycoides (species), Mycoplasma mycoides subsp. mycoides (subspecies), Mycoplasma mycoides subsp. mycoides SC (strain)	Bacteria	True
Q6N0I5	PSTB_RHOPA	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB RPA4777	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	()	Q6N0I5;	2025-04-09	115	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Rhodopseudomonas (genus), Rhodopseudomonas palustris (species)	Bacteria	True
Q6NDA6	CCMA_RHOPA	('7.6.2.5',)	('SSF52540',)	Inferred from homology	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA cycV RPA0203	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	()	Q6NDA6;	2025-04-09	123	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Rhodopseudomonas (genus), Rhodopseudomonas palustris (species)	Bacteria	True
Q6NGA1	QCRC_CORDI	('7.1.1.8',)	('SSF46626',)	Inferred from homology	Cytochrome bc1 complex cytochrome c subunit (EC 7.1.1.8) (Cytochrome bc1 reductase complex subunit Qcrc) (Menaquinol--cytochrome c reductase cytochrome c subunit)	qcrC DIP1626	Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis)	()	Q6NGA1;	2025-02-05	110	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Corynebacteriaceae (family), Corynebacterium (genus), Corynebacterium diphtheriae (species)	Bacteria	True
Q6NGA3	QCRB_CORDI	('7.1.1.8',)	('SSF81342',)	Inferred from homology	Cytochrome bc1 complex cytochrome b subunit (EC 7.1.1.8) (Cytochrome bc1 reductase complex subunit QcrB) (Menaquinol--cytochrome c reductase cytochrome b subunit)	qcrB cytB DIP1624	Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis)	()	Q6NGA3;	2025-02-05	111	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Corynebacteriaceae (family), Corynebacterium (genus), Corynebacterium diphtheriae (species)	Bacteria	True
Q6RH47	TAUB_PARPN	('7.6.2.7',)	('SSF52540',)	Inferred from homology	Taurine import ATP-binding protein TauB (EC 7.6.2.7)	tauB	Paracoccus pantotrophus (Thiosphaera pantotropha)	()	Q6RH47;	2025-04-09	83	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Paracoccaceae (family), Paracoccus (genus)	Bacteria	True
Q6W2B1	TAUB_SINFN	('7.6.2.7',)	('SSF52540',)	Inferred from homology	Taurine import ATP-binding protein TauB (EC 7.6.2.7)	tauB NGR_b17620 RNGR00080	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	()	Q6W2B1;	2025-04-09	133	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Sinorhizobium/Ensifer group (no rank), Sinorhizobium (genus), Sinorhizobium fredii group (no rank), Rhizobium fredii (species)	Bacteria	True
Q6WB51	PSTB_ALCFA	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB	Alcaligenes faecalis	()	Q6WB51;	2025-04-09	84	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Alcaligenaceae (family), Alcaligenes (genus)	Bacteria	True
Q6XYT0	PSTB_SPIKU	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB	Spiroplasma kunkelii	()	Q6XYT0;	2025-02-05	83	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Mycoplasmatota (phylum), Mollicutes (class), Entomoplasmatales (order), Spiroplasmataceae (family), Spiroplasma (genus)	Bacteria	True
