Entry	Entry Name	EC number	SUPFAM	Protein existence	Protein names	Gene Names	Organism	PDB	AlphaFoldDB	Date of last modification	Entry version	Taxonomic lineage	Super Kingdom	Is EC Complete
Q4CWX1	PURA2_TRYCC	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (IMP--aspartate ligase 2)	Tc00.1047053508731.60	Trypanosoma cruzi (strain CL Brener)	()	Q4CWX1;	2025-06-18	101	cellular organisms (no rank), Eukaryota (domain), Discoba (clade), Euglenozoa (phylum), Kinetoplastea (class), Metakinetoplastina (subclass), Trypanosomatida (order), Trypanosomatidae (family), Trypanosoma (genus), Schizotrypanum (subgenus), Trypanosoma cruzi (species)	Eukaryota	True
Q4DLT6	PURA1_TRYCC	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase 1 (AMPSase 1) (AdSS 1) (EC 6.3.4.4) (IMP--aspartate ligase 1)	Tc00.1047053509683.80	Trypanosoma cruzi (strain CL Brener)	()	Q4DLT6;	2025-06-18	97	cellular organisms (no rank), Eukaryota (domain), Discoba (clade), Euglenozoa (phylum), Kinetoplastea (class), Metakinetoplastina (subclass), Trypanosomatida (order), Trypanosomatidae (family), Trypanosoma (genus), Schizotrypanum (subgenus), Trypanosoma cruzi (species)	Eukaryota	True
Q4FLP6	PANC_PELUB	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC SAR11_1088	Pelagibacter ubique (strain HTCC1062)	()	Q4FLP6;	2025-04-09	100	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Candidatus Pelagibacterales (order), Candidatus Pelagibacteraceae (family), Candidatus Pelagibacter (genus), Pelagibacter ubique (species)	Bacteria	True
Q4FN13	PURA_PELUB	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA SAR11_0605	Pelagibacter ubique (strain HTCC1062)	()	Q4FN13;	2025-06-18	111	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Candidatus Pelagibacterales (order), Candidatus Pelagibacteraceae (family), Candidatus Pelagibacter (genus), Pelagibacter ubique (species)	Bacteria	True
Q4FTN4	QUEC_PSYA2	('6.3.4.20',)	('SSF52402',)	Inferred from homology	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC Psyc_0771	Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4)	()	Q4FTN4;	2025-04-09	115	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Moraxellales (order), Moraxellaceae (family), Psychrobacter (genus), Psychrobacter arcticus (species)	Bacteria	True
Q4FTX2	PURA_PSYA2	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA Psyc_0677	Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4)	()	Q4FTX2;	2025-06-18	126	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Moraxellales (order), Moraxellaceae (family), Psychrobacter (genus), Psychrobacter arcticus (species)	Bacteria	True
Q4FVA1	ACSA_PSYA2	('6.2.1.1',)	('SSF56801',)	Inferred from homology	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA Psyc_0184	Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4)	()	Q4FVA1;	2025-06-18	117	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Moraxellales (order), Moraxellaceae (family), Psychrobacter (genus), Psychrobacter arcticus (species)	Bacteria	True
Q4FVG7	PANC_PSYA2	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC Psyc_0117	Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4)	()	Q4FVG7;	2025-04-09	110	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Moraxellales (order), Moraxellaceae (family), Psychrobacter (genus), Psychrobacter arcticus (species)	Bacteria	True
Q4JCH6	SYY_SULAC	('6.1.1.1',)	('SSF52374',)	Inferred from homology	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS Saci_0076	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	()	Q4JCH6;	2025-06-18	99	cellular organisms (no rank), Archaea (domain), Thermoproteati (kingdom), Thermoproteota (phylum), Thermoprotei (class), Sulfolobales (order), Sulfolobaceae (family), Sulfolobus (genus), Sulfolobus acidocaldarius (species)	Archaea	True
Q4JCP0	NADE_SULAC	('6.3.1.5',)	('SSF52402',)	Inferred from homology	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE Saci_0009	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	()	Q4JCP0;	2025-06-18	96	cellular organisms (no rank), Archaea (domain), Thermoproteati (kingdom), Thermoproteota (phylum), Thermoprotei (class), Sulfolobales (order), Sulfolobaceae (family), Sulfolobus (genus), Sulfolobus acidocaldarius (species)	Archaea	True
Q4JVN7	MSHC2_CORJK	('6.3.1.13',)	('SSF52374',)	Inferred from homology	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase 2 (L-Cys:GlcN-Ins ligase 2) (EC 6.3.1.13) (Mycothiol ligase 2) (MSH ligase 2)	mshC2 jk0956	Corynebacterium jeikeium (strain K411)	()	Q4JVN7;	2025-02-05	104	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Corynebacteriaceae (family), Corynebacterium (genus), Corynebacterium jeikeium (species)	Bacteria	True
Q4JXL9	PANC_CORJK	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC jk0286	Corynebacterium jeikeium (strain K411)	()	Q4JXL9;	2025-02-05	103	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Corynebacteriaceae (family), Corynebacterium (genus), Corynebacterium jeikeium (species)	Bacteria	True
Q4JXT3	PURA_CORJK	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA jk0222	Corynebacterium jeikeium (strain K411)	()	Q4JXT3;	2025-06-18	113	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Corynebacteriaceae (family), Corynebacterium (genus), Corynebacterium jeikeium (species)	Bacteria	True
Q4K5Y3	PANC_PSEF5	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC PFL_5278	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	()	Q4K5Y3;	2025-04-09	104	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Pseudomonas (genus), Pseudomonas chlororaphis group (no rank), Pseudomonas protegens (species)	Bacteria	True
Q4K6M3	QUEC2_PSEF5	('6.3.4.20',)	('SSF52402',)	Inferred from homology	7-cyano-7-deazaguanine synthase 2 (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase 2) (PreQ(0) synthase 2) (Queuosine biosynthesis protein QueC 2)	queC2 PFL_5031	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	()	Q4K6M3;	2025-06-18	102	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Pseudomonas (genus), Pseudomonas chlororaphis group (no rank), Pseudomonas protegens (species)	Bacteria	True
Q4K7E8	QUEC1_PSEF5	('6.3.4.20',)	('SSF52402',)	Inferred from homology	7-cyano-7-deazaguanine synthase 1 (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase 1) (PreQ(0) synthase 1) (Queuosine biosynthesis protein QueC 1)	queC1 PFL_4754	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	()	Q4K7E8;	2025-04-09	100	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Pseudomonas (genus), Pseudomonas chlororaphis group (no rank), Pseudomonas protegens (species)	Bacteria	True
Q4KCY5	PLTF_PSEF5	('6.2.1.53',)	('SSF56801',)	Evidence at protein level	L-proline--[L-prolyl-carrier protein] ligase (EC 6.2.1.53) (L-prolyl-AMP ligase)	pltF PFL_2792	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	('6O6E', '7THQ')	Q4KCY5;	2025-06-18	108	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Pseudomonas (genus), Pseudomonas chlororaphis group (no rank), Pseudomonas protegens (species)	Bacteria	True
Q4KJ68	PURA_PSEF5	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA PFL_0571	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	()	Q4KJ68;	2025-06-18	117	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Pseudomonas (genus), Pseudomonas chlororaphis group (no rank), Pseudomonas protegens (species)	Bacteria	True
Q4L4D0	QUEC_STAHJ	('6.3.4.20',)	('SSF52402',)	Inferred from homology	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC SH2186	Staphylococcus haemolyticus (strain JCSC1435)	()	Q4L4D0;	2025-04-09	129	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus haemolyticus (species)	Bacteria	True
Q4L4U5	DLTA_STAHJ	('6.2.1.54',)	('SSF56801',)	Inferred from homology	D-alanine--D-alanyl carrier protein ligase (DCL) (EC 6.2.1.54) (D-alanine--poly(phosphoribitol) ligase subunit 1) (D-alanine-activating enzyme) (DAE)	dltA SH2021	Staphylococcus haemolyticus (strain JCSC1435)	()	Q4L4U5;	2025-06-18	125	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus haemolyticus (species)	Bacteria	True
Q4L7M6	NADE_STAHJ	('6.3.1.5',)	('SSF52402',)	Inferred from homology	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE SH1040	Staphylococcus haemolyticus (strain JCSC1435)	()	Q4L7M6;	2025-06-18	133	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus haemolyticus (species)	Bacteria	True
Q4LA34	PANC_STAHJ	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC SH0182	Staphylococcus haemolyticus (strain JCSC1435)	()	Q4LA34;	2025-02-05	129	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus haemolyticus (species)	Bacteria	True
Q4LAK0	PURA_STAHJ	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA SH0016	Staphylococcus haemolyticus (strain JCSC1435)	()	Q4LAK0;	2025-06-18	138	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus haemolyticus (species)	Bacteria	True
Q4N1R8	RTCB_THEPA	('6.5.1.8',)	('SSF103365',)	Inferred from homology	RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase)	TP04_0661	Theileria parva (East coast fever infection agent)	()	Q4N1R8;	2025-06-18	76	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Alveolata (clade), Apicomplexa (phylum), Aconoidasida (class), Piroplasmida (order), Theileriidae (family), Theileria (genus)	Eukaryota	True
Q4N3F4	PURA_THEPA	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	TP04_0033	Theileria parva (East coast fever infection agent)	()	Q4N3F4;	2025-06-18	95	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Alveolata (clade), Apicomplexa (phylum), Aconoidasida (class), Piroplasmida (order), Theileriidae (family), Theileria (genus)	Eukaryota	True
Q4P7R2	PURA_MYCMD	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	UMAG_03851	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	()	Q4P7R2;	2025-06-18	114	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Ustilaginomycetes (class), Ustilaginales (order), Ustilaginaceae (family), Mycosarcoma (genus)	Eukaryota	True
Q4QG35	PURA_LEIMA	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	LmjF13.1190 LmjF_13_1190	Leishmania major	()	Q4QG35;	2025-06-18	104	cellular organisms (no rank), Eukaryota (domain), Discoba (clade), Euglenozoa (phylum), Kinetoplastea (class), Metakinetoplastina (subclass), Trypanosomatida (order), Trypanosomatidae (family), Leishmaniinae (subfamily), Leishmania (genus), Leishmania (subgenus), Leishmania major species complex (no rank)	Eukaryota	True
Q4QL68	PURA_HAEI8	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA NTHI1407	Haemophilus influenzae (strain 86-028NP)	()	Q4QL68;	2025-06-18	114	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pasteurellales (order), Pasteurellaceae (family), Haemophilus (genus), Haemophilus influenzae (species)	Bacteria	True
Q4QLA8	QUEC_HAEI8	('6.3.4.20',)	('SSF52402',)	Inferred from homology	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC NTHI1362	Haemophilus influenzae (strain 86-028NP)	()	Q4QLA8;	2025-04-09	97	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pasteurellales (order), Pasteurellaceae (family), Haemophilus (genus), Haemophilus influenzae (species)	Bacteria	True
Q4R4P9	ACBG1_MACFA	('6.2.1.3',)	('SSF56801',)	Evidence at transcript level	Long-chain-fatty-acid--CoA ligase ACSBG1 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 1)	ACSBG1 QtrA-12214	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	()	Q4R4P9;	2025-06-18	71	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Cercopithecoidea (superfamily), Cercopithecidae (family), Cercopithecinae (subfamily), Macaca (genus)	Eukaryota	True
Q4R4Z9	ACSF2_MACFA	('6.2.1.2',)	('SSF56801',)	Evidence at transcript level	Medium-chain acyl-CoA ligase ACSF2, mitochondrial (EC 6.2.1.2)	ACSF2 QnpA-14939	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	()	Q4R4Z9;	2025-04-09	66	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Cercopithecoidea (superfamily), Cercopithecidae (family), Cercopithecinae (subfamily), Macaca (genus)	Eukaryota	True
Q4R7R9	GATA_MACFA	('6.3.5.7',)	('SSF75304',)	Evidence at transcript level	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7) (Glutaminyl-tRNA synthase-like protein 1)	QRSL1 QtsA-10264 QtsA-14543	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	()	Q4R7R9;	2025-02-05	90	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Cercopithecoidea (superfamily), Cercopithecidae (family), Cercopithecinae (subfamily), Macaca (genus)	Eukaryota	True
Q4U923	RTCB_THEAN	('6.5.1.8',)	('SSF103365',)	Inferred from homology	RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase)	TA10620	Theileria annulata	()	Q4U923;	2025-06-18	81	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Alveolata (clade), Apicomplexa (phylum), Aconoidasida (class), Piroplasmida (order), Theileriidae (family), Theileria (genus)	Eukaryota	True
Q4UAQ0	PURA_THEAN	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	TA17235	Theileria annulata	()	Q4UAQ0;	2025-06-18	103	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Alveolata (clade), Apicomplexa (phylum), Aconoidasida (class), Piroplasmida (order), Theileriidae (family), Theileria (genus)	Eukaryota	True
Q4UMZ0	QUEC_RICFE	('6.3.4.20',)	('SSF52402',)	Inferred from homology	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC RF_0217	Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) (Rickettsia azadi)	()	Q4UMZ0;	2025-04-09	93	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rickettsiales (order), Rickettsiaceae (family), Rickettsieae (tribe), Rickettsia (genus), spotted fever group (no rank), Rickettsia felis (species)	Bacteria	True
Q4UP35	ACSA_XANC8	('6.2.1.1',)	('SSF56801',)	Inferred from homology	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA XC_4149	Xanthomonas campestris pv. campestris (strain 8004)	()	Q4UP35;	2025-06-18	103	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Lysobacterales (order), Lysobacteraceae (family), Xanthomonas (genus), Xanthomonas campestris (species), Xanthomonas campestris pv. campestris (no rank)	Bacteria	True
Q4UQI6	BIOD_XANC8	('6.3.3.3',)	('SSF52540',)	Inferred from homology	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD XC_3646	Xanthomonas campestris pv. campestris (strain 8004)	()	Q4UQI6;	2025-06-18	100	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Lysobacterales (order), Lysobacteraceae (family), Xanthomonas (genus), Xanthomonas campestris (species), Xanthomonas campestris pv. campestris (no rank)	Bacteria	True
Q4URT6	PURA_XANC8	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA XC_3193	Xanthomonas campestris pv. campestris (strain 8004)	()	Q4URT6;	2025-06-18	110	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Lysobacterales (order), Lysobacteraceae (family), Xanthomonas (genus), Xanthomonas campestris (species), Xanthomonas campestris pv. campestris (no rank)	Bacteria	True
Q4UTV6	PANC_XANC8	('6.3.2.1',)	('SSF52374',)	Inferred from homology	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC XC_2467	Xanthomonas campestris pv. campestris (strain 8004)	()	Q4UTV6;	2025-06-18	97	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Lysobacterales (order), Lysobacteraceae (family), Xanthomonas (genus), Xanthomonas campestris (species), Xanthomonas campestris pv. campestris (no rank)	Bacteria	True
Q4UXK8	QUEC_XANC8	('6.3.4.20',)	('SSF52402',)	Inferred from homology	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC XC_1145	Xanthomonas campestris pv. campestris (strain 8004)	()	Q4UXK8;	2025-06-18	99	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Lysobacterales (order), Lysobacteraceae (family), Xanthomonas (genus), Xanthomonas campestris (species), Xanthomonas campestris pv. campestris (no rank)	Bacteria	True
Q4WRQ7	PURA_ASPFU	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	AFUA_1G15450	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	()	Q4WRQ7;	2025-06-18	118	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Fumigati (subgenus), Aspergillus fumigatus (species)	Eukaryota	True
Q4X2S8	PURA_PLACU	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	PC000072.01.0 PCHAS_1130600	Plasmodium chabaudi chabaudi	()	Q4X2S8;	2025-06-18	95	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Alveolata (clade), Apicomplexa (phylum), Aconoidasida (class), Haemosporida (order), Plasmodiidae (family), Plasmodium (genus), Plasmodium (Vinckeia) (subgenus), Plasmodium chabaudi (species)	Eukaryota	True
Q4YU52	PURA_PLABA	('6.3.4.4',)	('SSF52540',)	Inferred from homology	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	ADSS PB001073.02.0 PBANKA_1131100	Plasmodium berghei (strain Anka)	()	Q4YU52;	2025-06-18	100	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Alveolata (clade), Apicomplexa (phylum), Aconoidasida (class), Haemosporida (order), Plasmodiidae (family), Plasmodium (genus), Plasmodium (Vinckeia) (subgenus), Plasmodium berghei (species)	Eukaryota	True
Q4YUZ9	RTCB_PLABA	('6.5.1.8',)	('SSF103365',)	Inferred from homology	RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase)	RTCB PB000816.02.0 PBANKA_0941200	Plasmodium berghei (strain Anka)	()		2025-02-05	66	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Alveolata (clade), Apicomplexa (phylum), Aconoidasida (class), Haemosporida (order), Plasmodiidae (family), Plasmodium (genus), Plasmodium (Vinckeia) (subgenus), Plasmodium berghei (species)	Eukaryota	True
Q4ZQG8	ACSA_PSEU2	('6.2.1.1',)	('SSF56801',)	Inferred from homology	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA Psyr_3572	Pseudomonas syringae pv. syringae (strain B728a)	()	Q4ZQG8;	2025-06-18	95	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Pseudomonas (genus), Pseudomonas syringae group (no rank), Pseudomonas syringae group genomosp. 1 (no rank), Pseudomonas syringae (species), Pseudomonas syringae pv. syringae (no rank)	Bacteria	True
